City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,59,75,24.61,light snow
344,Orotukan,RU,62.2667,151.7,-11.69,100,100,2.04,overcast clouds
345,Sungaipenuh,ID,-2.0833,101.3833,64.44,97,98,1.79,overcast clouds
346,Senneterre,CA,48.3835,-77.2328,8.82,79,68,4.14,broken clouds
347,Taber,CA,49.8167,-112.1518,19.27,76,100,26.46,overcast clouds
348,Eureka,US,40.8021,-124.1637,54.75,74,69,10.0,broken clouds
349,Abu Dhabi,AE,24.4667,54.3667,67.96,86,0,0.0,clear sky
350,Shimoda,JP,34.6667,138.95,42.24,70,38,9.15,scattered clouds
351,Dingli,MT,35.8614,14.3822,55.81,76,0,12.66,clear sky
352,Chernyshevskiy,RU,63.0128,112.4714,-18.72,100,91,2.19,overcast clouds
353,Medeiros Neto,BR,-17.3739,-40.2206,82.13,71,88,7.02,overcast clouds
354,Conceicao Da Barra,BR,-18.5933,-39.7322,81.66,76,99,11.88,overcast clouds
355,Lavrentiya,RU,65.5833,-171.0,-1.77,84,52,11.25,broken clouds
356,Mirabad,AF,30.4362,61.8383,54.48,32,0,4.72,clear sky
357,Kabo,CF,7.6994,18.629,74.07,17,45,5.08,scattered clouds
358,Kashi,CN,39.4547,75.9797,31.23,36,77,8.95,broken clouds
359,Kaeo,NZ,-35.1,173.7833,71.33,90,100,14.76,overcast clouds
360,Nyirbeltek,HU,47.7,22.1333,33.67,93,100,12.15,overcast clouds
361,Pedernales,DO,18.0384,-71.744,78.71,69,14,3.4,few clouds
362,Wanning,CN,18.8003,110.3967,70.2,92,94,3.09,overcast clouds
363,Junnar,IN,19.2,73.8833,63.77,27,0,2.37,clear sky
364,Kargasok,RU,59.0556,80.8572,10.24,92,98,9.98,overcast clouds
365,Opuwo,NA,-18.0607,13.84,68.58,54,100,10.67,overcast clouds
366,Altay,CN,47.8667,88.1167,5.45,60,76,6.6,broken clouds
367,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,70.39,58,56,16.84,broken clouds
368,Atar,MR,20.5169,-13.0499,81.16,12,100,8.21,overcast clouds
369,Bandarbeyla,SO,9.4942,50.8122,76.69,77,38,15.68,scattered clouds
370,Ust-Tsilma,RU,65.441,52.1498,1.47,98,100,3.27,overcast clouds
371,Veraval,IN,20.9,70.3667,69.46,79,0,12.28,clear sky
372,Dunedin,NZ,-45.8742,170.5036,66.79,77,69,11.01,broken clouds
373,Ternate,ID,0.8,127.4,79.16,80,100,4.68,overcast clouds
374,Mbuji-Mayi,CD,-6.15,23.6,67.05,96,100,1.88,overcast clouds
375,Champerico,GT,14.3,-91.9167,93.74,61,6,12.15,clear sky
376,Warrington,GB,53.3925,-2.5802,46.87,88,75,4.0,broken clouds
377,Rocha,UY,-34.4833,-54.3333,68.05,54,15,12.68,few clouds
378,Port Stanley,FK,-51.7,-57.85,48.7,66,100,15.01,overcast clouds
379,Pisco,PE,-13.7,-76.2167,75.25,64,0,20.71,clear sky
380,Strezhevoy,RU,60.7333,77.5889,6.78,96,100,6.8,overcast clouds
381,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,43,0,5.75,clear sky
382,Vila Do Maio,CV,15.1333,-23.2167,70.59,78,100,12.15,overcast clouds
383,Otane,NZ,-39.8833,176.6333,73.38,63,90,5.08,overcast clouds
384,Fort Nelson,CA,58.8053,-122.7002,-2.61,78,100,3.44,light snow
385,Lastoursville,GA,-0.8143,12.7287,77.32,63,90,2.24,overcast clouds
386,Lethem,GY,3.3803,-59.7968,89.92,42,69,13.35,broken clouds
387,Phan Thiet,VN,10.9333,108.1,72.28,89,3,7.81,clear sky
388,Upernavik,GL,72.7868,-56.1549,-19.95,100,87,2.84,overcast clouds
389,Zyryanka,RU,65.75,150.85,-14.58,95,100,10.74,overcast clouds
390,Salinopolis,BR,-0.6136,-47.3561,79.12,84,100,10.83,light rain
391,Goma,CD,-1.6792,29.2228,62.87,87,100,1.68,overcast clouds
392,Shellbrook,CA,53.2168,-106.4011,11.43,93,100,21.94,snow
393,Ferrol,ES,43.4832,-8.2369,51.28,81,16,16.11,few clouds
394,Yara,CU,20.2753,-76.9533,75.79,61,92,14.79,overcast clouds
395,Tecoanapa,MX,16.5167,-98.75,83.8,56,0,11.86,clear sky
396,Pangody,RU,65.85,74.4859,-11.49,100,100,5.7,overcast clouds
397,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.67,74,9,7.83,clear sky
398,Kahului,US,20.8947,-156.47,79.97,62,0,0.0,clear sky
399,Greytown,ZA,-29.0642,30.5928,64.35,97,94,0.83,overcast clouds
400,Lagoa,PT,39.05,-27.9833,58.64,77,21,24.18,few clouds
401,Sabang,ID,5.8933,95.3214,81.72,74,98,10.13,overcast clouds
402,Sydney,AU,-33.8679,151.2073,75.25,92,6,1.01,clear sky
403,Bac Lieu,VN,9.285,105.7244,76.6,86,37,10.33,scattered clouds
404,Kuching,MY,1.55,110.3333,75.42,94,40,0.0,scattered clouds
405,Marienburg,PL,54.0359,19.0266,30.11,73,56,9.78,broken clouds
406,Helmstedt,DE,52.2279,11.0099,36.27,97,100,7.85,light snow
407,Smidovich,RU,48.6,133.8167,-24.43,100,66,0.69,broken clouds
408,Tura,IN,25.5198,90.2201,53.73,63,7,3.94,clear sky
409,Ocos,GT,14.5094,-92.1933,93.7,62,0,11.88,clear sky
410,Xining,CN,36.6167,101.7667,11.28,70,100,2.1,overcast clouds
411,Serdobsk,RU,52.4586,44.2169,31.84,97,100,17.47,light snow
412,Olafsvik,IS,64.8945,-23.7142,32.59,91,81,8.5,snow
413,Laguna,US,38.421,-121.4238,65.64,56,0,4.0,clear sky
414,La Ligua,CL,-32.4524,-71.2311,67.78,57,0,9.06,clear sky
415,Alta Floresta,BR,-9.8756,-56.0861,87.62,66,40,6.91,scattered clouds
416,Kastamonu,TR,41.5,33.6667,20.98,92,13,0.92,few clouds
417,Vao,NC,-22.6667,167.4833,77.56,85,100,9.69,overcast clouds
418,Meadow Lake,US,34.8014,-106.5436,57.97,21,8,3.83,clear sky
419,Flinders,AU,-34.5833,150.8552,73.26,90,15,5.99,few clouds
420,Dakoro,NE,14.5106,6.765,60.57,10,4,12.93,clear sky
421,Spisske Podhradie,SK,49.0009,20.7531,30.49,95,100,2.55,overcast clouds
422,Richards Bay,ZA,-28.783,32.0377,75.99,80,12,9.93,few clouds
423,Alenquer,BR,-1.9417,-54.7383,84.54,89,70,3.87,broken clouds
424,San Joaquin,US,37.9333,-121.3011,64.45,64,0,8.05,clear sky
425,Birao,CF,10.2849,22.7882,69.75,15,94,8.48,overcast clouds
426,Bumba,CD,2.1833,22.4667,74.52,36,88,2.91,overcast clouds
427,Pacific Grove,US,36.6177,-121.9166,63.77,66,100,4.0,overcast clouds
428,Ishinomaki,JP,38.4167,141.3,26.6,71,5,8.57,clear sky
429,Zapolyarnyy,RU,69.4154,30.8136,-6.52,92,19,5.03,few clouds
430,Saint-Joseph,RE,-21.3667,55.6167,77.38,80,97,15.95,overcast clouds
431,Alekseyevka,RU,50.6309,38.6903,29.62,91,100,15.21,overcast clouds
432,Aksarka,RU,66.5606,67.7975,-18.8,100,94,5.12,overcast clouds
433,Sucre,BO,-19.0333,-65.2627,59.79,59,100,8.72,overcast clouds
434,Ishigaki,JP,24.3448,124.1572,66.02,63,99,15.73,overcast clouds
435,Pizarro,CO,4.9533,-77.366,79.88,77,85,5.64,overcast clouds
436,Kushmurun,KZ,52.4503,64.6311,25.11,96,100,11.48,light snow
437,Itarema,BR,-2.9248,-39.9167,80.8,78,21,15.41,few clouds
438,Weihe,CN,32.9952,105.3247,31.05,94,99,1.57,light snow
439,Edeia,BR,-17.3383,-49.9314,71.65,89,100,6.38,overcast clouds
440,Kailua,US,21.4022,-157.7394,78.75,70,40,4.61,scattered clouds
441,Alofi,NU,-19.0595,-169.9187,80.49,78,40,5.75,scattered clouds
442,Nanortalik,GL,60.1432,-45.2371,26.71,88,100,15.66,snow
443,Sivas,TR,39.7916,37.0019,29.03,100,100,14.97,snow
444,Qaqortoq,GL,60.7167,-46.0333,25.34,93,100,12.1,snow
445,Cedar City,US,37.6775,-113.0619,54.18,17,0,8.05,clear sky
446,Ambilobe,MG,-13.2,49.05,74.43,93,86,2.15,overcast clouds
447,Konde,TZ,-4.95,39.75,78.12,79,31,6.46,scattered clouds
448,Camopi,GF,3.1655,-52.3158,75.09,97,75,3.02,broken clouds
449,Breukelen,NL,52.1742,5.0014,43.02,80,17,13.47,few clouds
450,Ballina,AU,-28.8667,153.5667,74.79,95,21,0.0,few clouds
451,Kokopo,PG,-4.352,152.2633,77.83,85,96,5.66,light rain
452,Le Pradet,FR,43.1066,6.0172,52.39,40,0,24.16,clear sky
453,Egvekinot,RU,66.3167,-179.1667,-0.54,74,84,11.39,broken clouds
454,Russellville,US,35.2784,-93.1338,70.14,38,4,8.01,clear sky
455,Vilyuysk,RU,63.7553,121.6247,-32.12,100,94,3.33,overcast clouds
456,Touros,BR,-5.1989,-35.4608,85.1,74,33,14.07,scattered clouds
457,Souillac,MU,-20.5167,57.5167,80.98,74,75,18.41,light rain
458,Zarate,AR,-34.0981,-59.0286,79.95,28,2,8.01,clear sky
459,Nizhniy Kuranakh,RU,58.8353,125.4869,-8.52,99,100,3.69,light snow
460,Vaxjo,SE,56.8777,14.8091,25.81,89,0,4.61,clear sky
461,Kansk,RU,56.2017,95.7175,-15.97,100,94,1.52,overcast clouds
462,Gamboma,CG,-1.8764,15.8644,81.36,47,63,1.01,broken clouds
463,Fengcheng,CN,40.4536,124.0717,19.13,76,65,8.52,broken clouds
464,Carballo,ES,43.213,-8.691,51.01,85,31,10.83,scattered clouds
465,Namatanai,PG,-3.6667,152.4333,79.39,81,100,2.73,light rain
466,Havelock,US,34.8791,-76.9013,57.06,45,100,1.01,overcast clouds
467,Ossora,RU,59.2353,163.0719,19.76,94,100,18.14,snow
468,Ambagarh Chauki,IN,20.7833,80.7167,59.63,31,1,2.19,clear sky
469,Jos,NG,9.9167,8.9,59.92,19,44,7.36,scattered clouds
470,Gunjur,GM,13.2019,-16.7339,77.07,57,100,5.75,overcast clouds
471,Bosaso,SO,11.2842,49.1816,76.35,81,58,7.76,light rain
472,Samfya,ZM,-11.3649,29.5565,64.08,93,28,2.33,light rain
473,Saravan,AM,39.7196,45.6483,20.05,79,52,6.71,broken clouds
474,Kajaani,FI,64.2273,27.7285,12.25,85,40,6.91,scattered clouds
475,Nantucket,US,41.2835,-70.0995,30.31,51,0,4.61,clear sky
476,Hofn,IS,64.2539,-15.2082,29.97,84,100,2.28,overcast clouds
477,Saint-Georges,GD,12.0564,-61.7485,83.88,74,40,17.27,scattered clouds
478,Nongstoin,IN,25.5167,91.2667,41.07,85,7,2.73,clear sky
479,Staraya Toropa,RU,56.2801,31.6702,23.74,99,100,1.25,light snow
480,Villeneuve-Sur-Lot,FR,44.5,0.6667,44.73,89,100,11.81,overcast clouds
481,Plast,RU,54.3691,60.8136,11.08,94,99,6.49,overcast clouds
482,Rosetta,EG,31.4044,30.4164,55.22,67,8,10.71,clear sky
483,Senno,RU,59.5336,33.9167,22.26,93,100,7.27,overcast clouds
484,Berdigestyakh,RU,62.0989,126.6992,-21.5,99,99,4.05,overcast clouds
485,Saint-Medard-En-Jalles,FR,44.8969,-0.7214,48.15,88,0,8.05,clear sky
486,Ostersund,SE,63.1792,14.6357,11.61,100,100,6.91,overcast clouds
487,Wenling,CN,28.3669,121.36,44.91,78,100,8.88,light rain
488,Doha,QA,25.2867,51.5333,64.29,91,0,5.75,clear sky
489,Katobu,ID,-4.9408,122.5276,74.97,89,98,6.29,overcast clouds
490,Warri,NG,5.5167,5.75,76.6,62,6,3.67,clear sky
491,Ambulu,ID,-8.345,113.6058,75.79,91,100,3.6,overcast clouds
492,Graciano Sanchez,MX,23.9167,-99.2833,79.75,32,3,5.23,clear sky
493,Saint-Denis,FR,48.9167,2.3333,40.14,63,0,3.0,clear sky
494,Nyurba,RU,63.2842,118.3319,-32.21,100,97,2.3,overcast clouds
495,Ilave,PE,-16.0833,-69.6667,54.3,57,94,8.12,overcast clouds
496,Hailey,US,43.5196,-114.3153,31.89,46,0,9.22,clear sky
497,Vrangel,RU,42.7297,133.0839,14.36,62,46,9.98,scattered clouds
498,Pitea,SE,65.3172,21.4794,7.09,92,28,5.75,scattered clouds
499,Jalu,LY,29.0331,21.5482,55.92,62,62,7.96,broken clouds
500,Piacabucu,BR,-10.4056,-36.4344,80.87,75,7,8.43,clear sky
501,Benghazi,LY,32.1167,20.0667,58.01,71,38,16.96,scattered clouds
502,Honningsvag,NO,70.9821,25.9704,26.35,80,0,17.27,light snow
503,Ilo,PE,-17.6394,-71.3375,71.69,72,5,7.36,clear sky
504,Andijon,UZ,40.7821,72.3442,33.08,54,100,5.84,overcast clouds
505,Baykit,RU,61.67,96.37,-3.21,100,100,0.83,overcast clouds
506,Varia,FR,44.5725,-0.1104,47.12,70,100,9.91,overcast clouds
507,Francistown,BW,-21.17,27.5079,72.27,66,45,10.83,scattered clouds
508,Saint-Leu,RE,-21.15,55.2833,77.86,79,81,16.51,broken clouds
509,Sonkovo,RU,57.7782,37.1571,25.02,97,99,7.54,overcast clouds
510,Lasa,IT,46.6166,10.7002,36.7,94,97,7.81,light snow
511,Chara,RU,56.9064,118.2631,-21.89,89,81,0.89,broken clouds
512,Gualeguay,AR,-33.1416,-59.3097,85.93,19,1,11.05,clear sky
513,Tignere,CM,7.3667,12.65,62.67,21,39,2.75,scattered clouds
514,Margate,GB,51.3813,1.3862,40.95,70,54,1.01,broken clouds
515,Moussoro,TD,13.6408,16.4901,64.24,13,2,17.67,clear sky
516,Xichang,CN,27.8964,102.2634,43.16,93,98,1.68,overcast clouds
517,Gorom-Gorom,BF,14.4439,-0.2361,73.49,13,0,11.39,clear sky
518,Nouadhibou,MR,20.931,-17.0347,67.98,77,100,9.22,haze
519,Locri,IT,38.2414,16.2623,57.56,76,29,5.28,scattered clouds
520,Labuhan,ID,-6.8844,112.2051,77.56,88,100,6.46,overcast clouds
521,Yulara,AU,-25.2406,130.9889,71.44,100,75,14.97,moderate rain
522,Champasak,LA,14.75,106.0,70.86,80,6,1.97,clear sky
523,Tucuman,AR,-26.8241,-65.2226,89.6,51,75,3.44,broken clouds
524,Ketchikan,US,55.3422,-131.6461,39.18,79,89,1.34,overcast clouds
525,Taltal,CL,-25.4,-70.4833,68.97,67,5,6.64,clear sky
526,Whitehorse,CA,60.7161,-135.0538,-1.89,68,20,5.01,few clouds
527,Pec,XK,42.6591,20.2883,35.89,71,100,1.07,overcast clouds
528,Sioux Lookout,CA,50.1001,-91.917,23.07,74,100,11.5,overcast clouds
529,Sawai Madhopur,IN,25.9833,76.3667,55.9,42,0,2.51,clear sky
530,Kloulklubed,PW,7.0419,134.2556,82.6,73,100,18.39,light rain
531,Leirvik,NO,59.7798,5.5005,35.71,58,100,13.62,overcast clouds
532,Bernardino De Campos,BR,-23.0131,-49.4742,69.82,95,100,6.67,light rain
533,Panaba,MX,21.2833,-88.2667,81.05,39,49,9.04,scattered clouds
534,Tvoroyri,FO,61.5556,-6.8111,42.19,95,100,26.91,overcast clouds
535,Salinas,US,36.6777,-121.6555,64.18,58,0,0.0,clear sky
536,Impfondo,CG,1.6381,18.0667,75.06,25,79,1.12,broken clouds
537,Malinovoye Ozero,RU,51.6753,79.7825,4.46,98,71,4.38,broken clouds
538,Flin Flon,CA,54.7682,-101.865,6.64,78,100,10.36,light snow
539,Hervey Bay,AU,-25.2986,152.8535,80.04,82,49,7.31,scattered clouds
540,Naze,JP,28.3667,129.4833,52.23,67,36,7.61,scattered clouds
541,Quatre Cocos,MU,-20.2078,57.7625,80.71,80,29,24.56,light rain
542,Zhifang,CN,30.35,114.3167,40.98,76,100,5.99,overcast clouds
543,Lufilufi,WS,-13.8745,-171.5986,76.78,75,100,12.68,light rain
544,Rosetown,CA,51.5501,-108.0014,17.58,93,100,36.82,overcast clouds
545,Semenyih,MY,2.9516,101.843,76.78,91,100,3.31,overcast clouds
546,Maceio,BR,-9.6658,-35.7353,87.24,62,20,11.5,few clouds
547,Yeppoon,AU,-23.1333,150.7333,73.18,81,29,2.98,scattered clouds
548,Abu Zabad,SD,12.35,29.25,61.3,19,53,14.56,broken clouds
549,Leshukonskoye,RU,64.8989,45.7622,4.28,97,100,3.71,overcast clouds
550,Marzuq,YE,14.4,46.4667,60.64,73,23,5.99,few clouds
551,Fomboni,KM,-12.28,43.7425,83.07,73,76,6.29,broken clouds
552,Whyalla,AU,-33.0333,137.5833,67.89,83,100,18.41,overcast clouds
553,Konevo,RU,62.1215,39.3192,9.52,97,100,6.26,overcast clouds
554,Bell Ville,AR,-32.6259,-62.6887,89.64,24,9,6.67,clear sky
555,Vestmannaeyjar,IS,63.4427,-20.2734,42.15,77,100,34.18,overcast clouds
556,Sur,OM,22.5667,59.5289,72.54,62,0,5.93,clear sky
557,Abalak,RU,58.1286,68.5944,-6.74,100,92,3.09,overcast clouds
558,Qianan,CN,44.9932,124.0581,-12.06,100,13,4.5,few clouds
559,Kawambwa,ZM,-9.7915,29.0791,59.63,95,52,1.57,broken clouds
560,Santa Maria,BR,-29.6842,-53.8069,90.7,33,40,4.61,scattered clouds
561,General Pico,AR,-35.6566,-63.7568,77.88,32,88,6.6,overcast clouds
562,Mwanza,TZ,-2.5167,32.9,68.05,88,20,0.0,few clouds
563,Oussouye,SN,12.485,-16.5469,80.78,75,99,11.16,overcast clouds
564,Comodoro Rivadavia,AR,-45.8667,-67.5,78.66,17,0,23.02,clear sky
565,Roblin,CA,51.23,-101.3565,25.72,97,100,8.97,light snow
566,Talaya,RU,61.3833,152.75,-13.95,99,100,5.12,overcast clouds
567,Washington,US,47.5001,-120.5015,41.99,68,5,8.93,clear sky
568,Odweyne,SO,9.4092,45.064,65.14,49,55,4.0,broken clouds
569,Vostok,RU,46.4856,135.8833,-12.46,99,98,4.36,overcast clouds
570,Rawson,AR,-43.3002,-65.1023,76.21,24,80,8.37,broken clouds
571,Coahuayana,MX,18.7333,-103.6833,85.46,46,0,7.27,clear sky
572,Piotrkow Trybunalski,PL,51.4055,19.7032,32.18,10,100,4.61,overcast clouds
573,Junin,AR,-34.5838,-60.9433,79.56,23,11,12.88,few clouds
574,Bonavista,CA,48.6499,-53.1147,34.12,70,85,16.35,overcast clouds
575,Ulety,RU,51.3572,112.4849,-13.59,100,75,2.71,broken clouds
576,Mvuma,ZW,-19.2792,30.5283,64.62,79,78,6.89,broken clouds
577,Zhigansk,RU,66.7697,123.3711,-31.09,99,87,7.9,overcast clouds
578,Eirunepe,BR,-6.6603,-69.8736,91.22,42,86,0.4,overcast clouds
579,Morondava,MG,-20.2833,44.2833,79.66,77,0,4.05,clear sky
580,Lompoc,US,34.6391,-120.4579,68.11,60,0,3.44,clear sky
581,Roald,NO,62.5833,6.1333,33.01,93,75,10.36,broken clouds
582,Non Sang,TH,16.8687,102.5664,73.51,69,4,6.4,clear sky
583,Korla,CN,41.7597,86.1469,23.22,54,71,3.09,broken clouds
584,Chima,IN,30.6854,76.0863,48.22,80,0,3.53,clear sky
585,Wladyslawowo,PL,54.7909,18.4009,30.94,60,97,15.23,overcast clouds
586,Sawtell,AU,-30.3833,153.1,74.19,93,4,0.0,clear sky
587,Lerwick,GB,60.1545,-1.1494,39.2,97,100,11.79,overcast clouds
588,Tsumeb,NA,-19.2333,17.7167,68.5,80,100,16.11,overcast clouds
589,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.29,90,96,6.55,moderate rain
590,Takoradi,GH,4.8845,-1.7554,78.96,80,69,7.02,broken clouds
591,Qarchi Gak,AF,37.04,66.7889,42.89,64,1,10.47,clear sky
592,Monteria,CO,8.748,-75.8814,91.31,52,40,9.22,scattered clouds
593,Utete,TZ,-7.986,38.758,72.84,98,66,2.55,moderate rain
594,Taoudenni,ML,22.6783,-3.9836,71.71,8,81,14.25,broken clouds
595,Erenhot,CN,43.6475,111.9767,-2.0,88,5,5.79,clear sky
596,Saldanha,ZA,-33.0117,17.9442,80.65,71,14,3.4,few clouds
597,Ugoofaaru,MV,5.6667,73.0,82.29,74,5,13.78,clear sky
598,Rodrigues Alves,BR,-7.738,-72.6509,84.4,66,98,4.14,overcast clouds
599,Rajgarh,IN,28.6333,75.3833,60.04,31,0,4.72,clear sky
600,Luwuk,ID,-0.9516,122.7875,76.41,80,75,4.56,broken clouds
601,Dingle,PH,10.9995,122.6711,74.79,92,100,7.81,overcast clouds
602,Prince Rupert,CA,54.3161,-130.3201,38.89,87,75,2.3,broken clouds
603,Northam,GB,51.0333,-4.2167,48.61,88,75,16.89,broken clouds
604,Batasan,PH,12.7667,120.7833,79.09,72,88,5.79,overcast clouds
605,Westport,US,41.1415,-73.3579,32.31,46,94,1.01,overcast clouds
606,Lovozero,RU,68.005,35.0117,2.03,100,98,2.15,overcast clouds
607,Churapcha,RU,62.0025,132.4325,-19.46,96,100,4.63,overcast clouds
608,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,74.97,89,100,0.43,moderate rain
609,Sterling,US,39.0062,-77.4286,39.2,55,100,1.01,overcast clouds
610,Tabou,CI,4.423,-7.3528,79.61,83,93,5.08,overcast clouds
611,Damaturu,NG,11.747,11.9608,62.38,24,2,9.53,clear sky
612,Nago,JP,26.5881,127.9761,59.16,68,43,7.58,scattered clouds
613,Port Moresby,PG,-9.4431,147.1797,74.62,94,75,11.5,broken clouds
614,Kedougou,SN,12.5579,-12.1743,86.63,10,75,4.34,broken clouds
615,Aykhal,RU,66.0,111.5,-26.43,100,91,5.39,overcast clouds
616,Liverpool,GB,53.4106,-2.9779,46.69,89,75,7.0,broken clouds
617,Bubaque,GW,11.2833,-15.8333,78.8,78,86,17.49,overcast clouds
618,Kandalaksha,RU,67.162,32.4123,-0.26,99,92,4.21,overcast clouds
619,Yingcheng,CN,30.95,113.55,41.05,65,99,7.16,overcast clouds
620,Itoman,JP,26.1247,127.6694,59.02,70,40,6.91,scattered clouds
621,Todos Santos,MX,23.45,-110.2167,79.02,42,1,11.79,clear sky
622,Oistins,BB,13.0667,-59.5333,84.29,65,40,13.8,scattered clouds
623,Khandbari,NP,27.3747,87.2039,47.19,86,63,2.95,broken clouds
624,Ramona,US,33.0417,-116.8681,68.86,36,100,1.01,overcast clouds
625,Kumluca,TR,36.3703,30.2869,46.67,65,6,6.35,clear sky
626,Gravdal,NO,68.1214,13.5031,31.89,69,40,9.22,scattered clouds
627,Atasu,KZ,48.6814,71.6433,-0.65,98,36,4.79,scattered clouds
628,Bam,IR,29.106,58.357,51.66,32,0,3.06,clear sky
629,Banda Aceh,ID,5.5577,95.3222,77.13,83,60,7.52,broken clouds
630,Sadove,UA,46.2487,30.1795,31.96,68,89,6.06,overcast clouds
631,Zhongshu,CN,24.5167,103.7667,36.57,99,100,3.31,overcast clouds
632,Dunmore Town,BS,25.5,-76.65,66.61,56,5,13.8,clear sky
633,Los Teques,VE,10.3445,-67.0433,74.41,68,84,0.09,broken clouds
634,Hami,CN,42.8,93.45,21.29,37,0,3.11,clear sky
635,Pontes E Lacerda,BR,-15.2261,-59.3353,71.82,99,100,5.41,moderate rain
636,Goderich,CA,43.7501,-81.7165,29.21,59,40,6.91,scattered clouds
637,Waipawa,NZ,-41.4122,175.5153,68.63,66,95,4.43,overcast clouds
638,Inhambane,MZ,-23.865,35.3833,76.84,81,36,9.33,scattered clouds
639,Bima,ID,-8.4667,118.7167,75.72,94,76,1.3,broken clouds
640,Kuvshinovo,RU,57.0295,34.1725,25.43,98,100,2.39,snow
641,Annau,TM,37.8876,58.516,38.7,56,4,4.61,clear sky
642,Broome,US,42.2506,-75.833,31.01,51,0,1.99,clear sky
643,Tevaitoa,PF,-16.7833,-151.5,81.01,71,2,18.81,clear sky
644,Bihoro,JP,43.8228,144.1044,19.36,76,60,10.71,broken clouds
645,Port Lavaca,US,28.615,-96.6261,62.65,96,100,9.22,drizzle
646,Fengxian,CN,34.7039,116.5872,29.68,34,97,7.0,overcast clouds
647,Loandjili,CG,-4.7561,11.8578,78.91,94,75,5.75,broken clouds
648,Rio Branco,BR,-9.9747,-67.81,84.81,79,75,4.61,broken clouds
649,Chilakalurupet,IN,16.0833,80.1667,66.06,92,10,2.1,clear sky
650,Coquimbo,CL,-29.9533,-71.3436,69.53,68,20,13.8,few clouds
651,Yaring,TH,6.8662,101.3689,75.72,85,57,7.09,broken clouds
652,Babu,CN,24.4167,111.5167,41.94,93,100,5.03,light rain
653,Los Corrales De Buelna,ES,43.2636,-4.0726,52.11,94,100,7.0,overcast clouds
654,Copiapo,CL,-27.3667,-70.3333,73.09,41,0,9.98,clear sky
655,Progreso,MX,21.2833,-89.6667,82.11,52,3,14.74,clear sky
656,Formosa,AR,-26.1775,-58.1781,98.58,15,0,10.36,clear sky
657,Kiambu,KE,-1.1667,36.8333,67.03,60,75,8.05,broken clouds
658,Otukpo,NG,7.1913,8.1329,77.22,14,44,5.79,scattered clouds
659,Trabzon,TR,40.9167,39.8333,41.09,81,75,10.36,broken clouds
660,Poli,TZ,-3.3333,36.8,62.87,92,100,2.95,moderate rain
661,Hovd,MN,48.0056,91.6419,-13.38,80,17,2.01,few clouds
662,Jabinyanah,TN,35.035,10.9081,55.2,38,1,15.01,clear sky
663,Moerai,PF,-22.4333,-151.3333,80.1,77,42,18.54,scattered clouds
664,Aswan,EG,24.0934,32.907,56.5,44,0,9.22,clear sky
665,Ust-Ishim,RU,57.6935,71.1665,-1.75,99,97,3.09,overcast clouds
666,Marawi,PH,7.9986,124.2928,66.6,96,100,1.05,overcast clouds
667,Springdale,US,36.1867,-94.1288,66.02,27,0,11.01,clear sky
668,Naron,ES,43.5167,-8.1528,51.6,77,31,14.16,scattered clouds
669,Bollnas,SE,61.3482,16.3946,17.38,93,100,3.13,overcast clouds
670,Reitz,ZA,-27.8014,28.4273,63.43,80,100,5.53,overcast clouds
671,Sao Bras De Alportel,PT,37.1531,-7.8875,52.48,67,0,6.91,clear sky
672,Mae Ramat,TH,16.984,98.5166,57.2,89,96,1.86,overcast clouds
673,Hirado,JP,33.3597,129.5531,40.39,60,93,19.57,overcast clouds
674,Gwadar,PK,25.1216,62.3254,71.49,68,0,4.74,clear sky
675,Gardner,US,42.5751,-71.9981,28.99,57,82,3.2,broken clouds
676,Birstonas,LT,54.6167,24.0333,26.73,91,99,11.07,overcast clouds
677,Polyarnyy,RU,69.1989,33.4478,-8.93,100,94,9.04,overcast clouds
678,Gerash,IR,27.6652,54.1371,51.94,52,0,2.77,clear sky
679,Sept-Iles,CA,50.2001,-66.3821,12.72,51,20,8.99,few clouds
680,Ust-Nera,RU,64.5667,143.2,-12.12,100,100,1.12,overcast clouds
681,Port Blair,IN,11.6667,92.75,73.27,75,63,5.84,broken clouds
682,Duzce,TR,40.8389,31.1639,31.23,90,29,6.4,scattered clouds
683,Nanning,CN,22.8167,108.3167,45.05,85,100,5.99,overcast clouds
684,Japura,ID,-0.3167,102.35,73.06,96,70,1.34,broken clouds
685,Narsaq,GL,60.9167,-46.05,23.04,95,100,9.75,snow
686,Ciudad Bolivar,VE,8.1222,-63.5497,90.36,38,99,14.88,overcast clouds
687,Zhezkazgan,KZ,47.8043,67.7144,0.34,99,96,5.21,overcast clouds
688,Vermilion,US,40.1667,-87.7506,41.58,50,0,11.01,clear sky
689,Henties Bay,NA,-22.116,14.2845,68.86,81,100,2.17,overcast clouds
690,La Joya,MX,18.6667,-99.4667,86.4,24,6,8.61,clear sky
691,Tefe,BR,-3.3542,-64.7114,89.71,66,20,4.61,few clouds
692,Balao,EC,-2.9167,-79.8167,82.31,94,100,1.79,moderate rain
